Waf: Entering directory `/home/zsh/example/build'
Waf: Leaving directory `/home/zsh/example/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.251s)
66.6634 0 44 100 
66.6651 0 85 100 
66.6734 0 44 100 
66.6749 0 85 100 
66.7 0 80 100 
66.7081 0 80 100 
66.7097 0 20 100 
66.7115 0 77 100 
66.7181 0 80 100 
66.7196 0 20 100 
66.7214 0 77 100 
66.7281 0 80 100 
66.7296 0 20 100 
66.7315 0 77 100 
66.7321 0 77 100 
66.7339 0 78 100 
66.7421 0 77 100 
66.7437 0 78 100 
66.7521 0 77 100 
66.7537 0 78 100 
66.8015 0 85 100 
66.9 0 85 100 
67.0015 0 20 100 
67.0033 0 77 100 
67.0051 0 78 100 
67.1015 0 85 100 
67.2 0 85 100 
67.3 0 85 100 
67.4015 0 77 100 
67.5 0 44 100 
67.6 0 44 100 
67.7 0 40 100 
67.8 0 85 100 
67.9 0 85 100 
68 0 85 100 
68.1 0 85 100 
68.2 0 85 100 
68.2202 0 44 100 
68.222 0 85 100 
68.2302 0 44 100 
68.2317 0 85 100 
68.3 0 85 100 
68.3226 0 85 100 
68.3242 0 44 100 
68.3326 0 85 100 
68.3341 0 44 100 
68.3426 0 85 100 
68.3441 0 44 100 
68.3526 0 85 100 
68.3541 0 44 100 
68.3626 0 85 100 
68.3641 0 44 100 
68.3716 0 77 100 
68.3726 0 85 100 
68.3733 0 78 100 
68.3741 0 44 100 
68.3826 0 85 100 
68.3841 0 44 100 
68.3926 0 85 100 
68.3941 0 44 100 
68.4015 0 77 100 
68.4026 0 85 100 
68.4032 0 78 100 
68.4041 0 44 100 
68.4126 0 85 100 
68.4141 0 44 100 
68.4226 0 85 100 
68.4241 0 44 100 
68.4326 0 85 100 
68.4341 0 44 100 
68.4426 0 85 100 
68.4441 0 44 100 
68.4526 0 85 100 
68.4541 0 44 100 
68.4626 0 85 100 
68.4641 0 44 100 
68.4726 0 85 100 
68.4741 0 44 100 
68.4826 0 85 100 
68.4841 0 44 100 
68.4926 0 85 100 
68.4941 0 44 100 
68.5 0 85 100 
68.5026 0 85 100 
68.5041 0 44 100 
68.5126 0 85 100 
68.5141 0 44 100 
68.5226 0 85 100 
68.5241 0 44 100 
68.6015 0 77 100 
68.6032 0 78 100 
68.7015 0 85 100 
68.8 0 85 100 
68.9 0 85 100 
69 0 85 100 
69.1015 0 20 100 
69.2015 0 85 100 
69.3015 0 85 100 
69.4 0 85 100 
69.5015 0 20 100 
69.6 0 85 100 
69.7 0 85 100 
69.8 0 85 100 
69.9015 0 20 100 
69.9508 0 20 100 
69.9524 0 77 100 
69.953 0 77 100 
69.9546 0 78 100 
69.9608 0 20 100 
69.9623 0 77 100 
69.9642 0 78 100 
69.9708 0 20 100 
69.9723 0 77 100 
69.9741 0 78 100 
70.0015 0 85 100 
70.0772 0 39 100 
70.0797 0 87 100 
70.0872 0 39 100 
70.0887 0 87 100 
70.0972 0 39 100 
70.0987 0 87 100 
70.1 0 85 100 
70.1072 0 39 100 
70.1087 0 87 100 
70.1172 0 39 100 
70.1187 0 87 100 
70.1272 0 39 100 
70.1287 0 87 100 
70.1372 0 39 100 
70.1387 0 87 100 
70.1472 0 39 100 
70.1487 0 87 100 
70.1572 0 39 100 
70.1587 0 87 100 
70.1672 0 39 100 
70.1687 0 87 100 
70.2015 0 77 100 
70.2033 0 78 100 
70.3015 0 85 100 
70.4073 0 9 100 
70.5033 0 77 100 
70.5049 0 78 100 
70.6015 0 9 100 
70.649 0 90 100 
70.6508 0 84 100 
70.659 0 90 100 
70.6605 0 84 100 
70.669 0 90 100 
70.6705 0 84 100 
70.679 0 90 100 
70.6805 0 84 100 
70.689 0 90 100 
70.6905 0 84 100 
70.699 0 90 100 
70.7005 0 84 100 
70.7015 0 20 100 
70.709 0 90 100 
70.7105 0 84 100 
70.719 0 90 100 
70.7205 0 84 100 
70.729 0 90 100 
70.7305 0 84 100 
70.739 0 90 100 
70.7405 0 84 100 
70.749 0 90 100 
70.7505 0 84 100 
70.759 0 90 100 
70.7605 0 84 100 
70.769 0 90 100 
70.7705 0 84 100 
70.779 0 90 100 
70.7805 0 84 100 
70.789 0 90 100 
70.7905 0 84 100 
70.799 0 90 100 
70.8 1 16 100 45 
70.8005 0 84 100 
70.809 0 90 100 
70.8105 0 84 100 
70.819 0 90 100 
70.8205 0 84 100 
70.829 0 90 100 
70.8305 0 84 100 
70.9 0 94 100 
71.0024 0 20 100 
71.1015 0 62 100 
71.2015 0 9 100 
71.3015 0 9 100 
71.3292 0 85 100 
71.3309 0 44 100 
71.3392 0 85 100 
71.3408 0 44 100 
71.3492 0 85 100 
71.3508 0 44 100 
71.3592 0 85 100 
71.3608 0 44 100 
71.3692 0 85 100 
71.3708 0 44 100 
71.3792 0 85 100 
71.3808 0 44 100 
71.3892 0 85 100 
71.3908 0 44 100 
71.3992 0 85 100 
71.4008 0 44 100 
71.4015 0 20 100 
71.4092 0 85 100 
71.4108 0 44 100 
71.4192 0 85 100 
71.4208 0 44 100 
71.4292 0 85 100 
71.4308 0 44 100 
71.4392 0 85 100 
71.4408 0 44 100 
71.4492 0 85 100 
71.4508 0 44 100 
71.4592 0 85 100 
71.4608 0 44 100 
71.5 1 16 100 45 
71.6 0 94 100 
71.6107 0 20 100 
71.6124 0 77 100 
71.6141 0 78 100 
71.6207 0 20 100 
71.6223 0 77 100 
71.6241 0 78 100 
71.6307 0 20 100 
71.6323 0 77 100 
71.6341 0 78 100 
71.7044 0 77 100 
71.7062 0 78 100 
71.8015 0 62 100 
71.9 0 9 100 
72 0 55 100 
72.1015 0 77 100 
72.1033 0 78 100 
72.2 1 16 100 45 
72.3 0 55 100 
72.4103 0 3 100 
72.5 1 16 100 45 
72.5801 0 84 100 
72.5818 0 90 100 
72.5901 0 84 100 
72.5916 0 90 100 
72.6 0 94 100 
72.6001 0 84 100 
72.6016 0 90 100 
72.6101 0 84 100 
72.6116 0 90 100 
72.6201 0 84 100 
72.6216 0 90 100 
72.6301 0 84 100 
72.6316 0 90 100 
72.6401 0 84 100 
72.6416 0 90 100 
72.6501 0 84 100 
72.6516 0 90 100 
72.6601 0 84 100 
72.6616 0 90 100 
72.6701 0 84 100 
72.6716 0 90 100 
72.6801 0 84 100 
72.6816 0 90 100 
72.6901 0 84 100 
72.6916 0 90 100 
72.7 0 3 100 
72.7001 0 84 100 
72.7016 0 90 100 
72.7101 0 84 100 
72.7116 0 90 100 
72.7201 0 84 100 
72.7216 0 90 100 
72.7301 0 84 100 
72.7316 0 90 100 
72.7401 0 84 100 
72.7416 0 90 100 
72.747 0 55 100 
72.7487 0 9 100 
72.7501 0 84 100 
72.7516 0 90 100 
72.757 0 55 100 
72.7585 0 9 100 
72.7601 0 84 100 
72.7616 0 90 100 
72.8015 0 62 100 
72.9 0 9 100 
73.0031 0 3 100 
73.1 0 35 100 
73.2 0 14 100 
73.2221 0 62 100 
73.2238 0 38 100 
73.2321 0 62 100 
73.2336 0 38 100 
73.2421 0 62 100 
73.2436 0 38 100 
73.3042 0 91 100 
73.4 0 9 100 
73.4015 0 55 100 
73.5015 0 44 100 
73.6015 0 9 100 
73.7015 0 9 100 
73.7637 0 9 100 
73.7653 0 55 100 
73.7737 0 9 100 
73.7752 0 55 100 
73.7837 0 9 100 
73.7852 0 55 100 
73.7937 0 9 100 
73.7952 0 55 100 
73.8 0 55 100 
73.8037 0 9 100 
73.8052 0 55 100 
73.8137 0 9 100 
73.8152 0 55 100 
73.8237 0 9 100 
73.8252 0 55 100 
73.8337 0 9 100 
73.8352 0 55 100 
73.8437 0 9 100 
73.8452 0 55 100 
73.8515 0 9 100 
73.853 0 55 100 
73.8537 0 9 100 
73.8552 0 55 100 
73.8637 0 9 100 
73.8652 0 55 100 
73.8737 0 9 100 
73.8752 0 55 100 
73.8837 0 9 100 
73.8852 0 55 100 
73.8937 0 9 100 
73.8952 0 55 100 
73.9 0 55 100 
74.0015 0 3 100 
74.0085 0 3 100 
74.0157 0 78 100 
74.0185 0 3 100 
74.02 0 78 100 
74.0285 0 3 100 
74.03 0 78 100 
74.0385 0 3 100 
74.04 0 78 100 
74.0489 0 35 100 
74.0505 1 16 100 45 
74.0589 0 35 100 
74.0604 1 16 100 45 
74.0689 0 35 100 
74.0704 1 16 100 45 
74.1 0 55 100 
74.2015 0 3 100 
74.2032 0 78 100 
74.3 1 16 100 45 
74.4 0 55 100 
74.5015 0 3 100 
74.5033 0 78 100 
74.5711 0 91 100 
74.5727 0 90 100 
74.5811 0 91 100 
74.5826 0 90 100 
74.5911 0 91 100 
74.5926 0 90 100 
74.6 1 16 100 45 
74.6011 0 91 100 
74.6026 0 90 100 
74.6111 0 91 100 
74.6126 0 90 100 
74.7 0 55 100 
74.7604 0 55 100 
74.7604 0 40 100 
74.762 0 9 100 
74.7657 0 9 100 
74.7704 0 55 100 
74.7704 0 40 100 
74.7719 0 9 100 
74.7724 0 9 100 
74.7741 0 55 100 
74.7758 0 9 100 
74.7775 0 55 100 
74.7804 0 55 100 
74.7804 0 40 100 
74.7819 0 9 100 
74.7824 0 9 100 
74.7836 0 9 100 
74.7854 0 55 100 
74.7871 0 55 100 
74.7904 0 55 100 
74.7904 0 40 100 
74.7919 0 9 100 
74.7938 0 9 100 
74.7955 0 55 100 
74.8004 0 55 100 
74.8004 0 40 100 
74.8015 0 9 100 
74.8032 0 9 100 
74.8048 0 9 100 
74.8066 0 55 100 
74.8104 0 40 100 
74.8119 0 9 100 
74.8141 0 55 100 
74.8204 0 40 100 
74.8304 0 40 100 
74.8404 0 40 100 
74.8504 0 40 100 
74.8604 0 40 100 
74.8704 0 40 100 
74.9 0 55 100 
75 0 45 100 
75.012 0 9 100 
75.0319 0 9 100 
75.0419 0 9 100 
75.0515 0 9 100 
75.0548 0 9 100 
75.1 0 55 100 
75.2 0 55 100 
75.3 0 55 100 
75.4 0 55 100 
75.5 0 55 100 
75.6 0 45 100 
75.7 0 55 100 
75.8 0 45 100 
75.828 0 55 100 
75.828 0 40 100 
75.8296 0 9 100 
75.8314 0 9 100 
75.838 0 55 100 
75.838 0 40 100 
75.8413 0 9 100 
75.8431 0 9 100 
75.848 0 55 100 
75.848 0 40 100 
75.8514 0 9 100 
75.8532 0 9 100 
75.858 0 55 100 
75.858 0 40 100 
75.8614 0 9 100 
75.8632 0 9 100 
75.868 0 55 100 
75.868 0 40 100 
75.8712 0 9 100 
75.873 0 9 100 
75.878 0 55 100 
75.878 0 40 100 
75.8813 0 9 100 
75.8831 0 9 100 
75.888 0 55 100 
75.8895 0 9 100 
75.9 1 16 100 45 
76.0015 0 9 100 
76.0301 0 45 100 
76.0353 0 78 100 
76.0401 0 45 100 
76.0416 0 78 100 
76.0501 0 45 100 
76.0516 0 78 100 
76.1 0 45 100 
76.1015 0 78 100 
76.2 1 16 100 45 
76.3 0 55 100 
76.4 0 55 100 
76.5 0 55 100 
76.6 0 55 100 
76.7 0 55 100 
76.8 0 55 100 
76.9 0 55 100 
77 0 55 100 
77.1 0 55 100 
77.2 0 55 100 
77.3 0 55 100 
77.4 0 45 100 
77.5 1 16 100 45 
77.5549 0 9 100 
77.5566 0 55 100 
77.5649 0 9 100 
77.5664 0 55 100 
77.5749 0 9 100 
77.5764 0 55 100 
77.5849 0 9 100 
77.5864 0 55 100 
77.5949 0 9 100 
77.5964 0 55 100 
77.6 0 55 100 
77.6049 0 9 100 
77.6064 0 55 100 
77.6149 0 9 100 
77.6164 0 55 100 
77.6249 0 9 100 
77.6264 0 55 100 
77.6349 0 9 100 
77.6364 0 55 100 
77.6449 0 9 100 
77.6464 0 55 100 
77.6549 0 9 100 
77.6564 0 55 100 
77.6649 0 9 100 
77.6664 0 55 100 
77.6749 0 9 100 
77.6764 0 55 100 
77.6849 0 9 100 
77.6864 0 55 100 
77.6949 0 9 100 
77.6964 0 55 100 
77.7 0 55 100 
77.7049 0 9 100 
77.7064 0 55 100 
77.7149 0 9 100 
77.7164 0 55 100 
77.7249 0 9 100 
77.7264 0 55 100 
77.7349 0 9 100 
77.7364 0 55 100 
77.8 0 45 100 
77.9 0 55 100 
78 0 55 100 
78.0568 0 78 100 
78.0568 0 45 100 
78.0585 0 3 100 
78.0662 0 3 100 
78.0668 0 78 100 
78.0668 0 45 100 
78.0702 0 3 100 
78.0718 0 3 100 
78.0768 0 78 100 
78.0783 0 3 100 
78.0868 0 78 100 
78.0883 0 3 100 
78.0968 0 78 100 
78.0983 0 3 100 
78.1 0 55 100 
78.1068 0 78 100 
78.1083 0 3 100 
78.1168 0 78 100 
78.1183 0 3 100 
78.1268 0 78 100 
78.1283 0 3 100 
78.1368 0 78 100 
78.1383 0 3 100 
78.1468 0 78 100 
78.1483 0 3 100 
78.1568 0 78 100 
78.1583 0 3 100 
78.1668 0 78 100 
78.1683 0 3 100 
78.1768 0 78 100 
78.1783 0 3 100 
78.1868 0 78 100 
78.1883 0 3 100 
78.1968 0 78 100 
78.1983 0 3 100 
78.2 0 45 100 
78.2015 0 3 100 
78.2068 0 78 100 
78.2083 0 3 100 
78.2168 0 78 100 
78.2183 0 3 100 
78.2268 0 78 100 
78.2283 0 3 100 
78.2368 0 78 100 
78.2383 0 3 100 
78.2468 0 78 100 
78.2483 0 3 100 
78.2568 0 78 100 
78.2583 0 3 100 
78.2668 0 78 100 
78.2683 0 3 100 
78.2768 0 78 100 
78.2783 0 3 100 
78.2868 0 78 100 
78.2883 0 3 100 
78.2968 0 78 100 
78.2983 0 3 100 
78.3 0 55 100 
78.3068 0 78 100 
78.3083 0 3 100 
78.3168 0 78 100 
78.3183 0 3 100 
78.3268 0 78 100 
78.3283 0 3 100 
78.3368 0 78 100 
78.3383 0 3 100 
78.3468 0 78 100 
78.3483 0 3 100 
78.3568 0 78 100 
78.3583 0 3 100 
78.3668 0 78 100 
78.3683 0 3 100 
78.3768 0 78 100 
78.3783 0 3 100 
78.3868 0 78 100 
78.3883 0 3 100 
78.3968 0 78 100 
78.3983 0 3 100 
78.4 0 55 100 
78.4068 0 78 100 
78.4083 0 3 100 
78.4168 0 78 100 
78.4183 0 3 100 
78.4268 0 78 100 
78.4283 0 3 100 
78.4368 0 78 100 
78.4383 0 3 100 
78.4468 0 78 100 
78.4483 0 3 100 
78.4568 0 78 100 
78.4583 0 3 100 
78.4668 0 78 100 
78.4683 0 3 100 
78.4768 0 78 100 
78.4783 0 3 100 
78.5 0 55 100 
78.6 0 55 100 
78.7 0 55 100 
78.8 0 55 100 
78.9 0 55 100 
79 0 45 100 
79.1 0 55 100 
79.2 0 55 100 
79.3 0 45 100 
79.4 0 55 100 
79.5 0 55 100 
79.6 0 55 100 
79.682 0 45 100 
79.6837 0 78 100 
79.692 0 45 100 
79.6935 0 78 100 
79.7 0 55 100 
79.7547 0 78 100 
79.7563 0 3 100 
79.7647 0 78 100 
79.7662 0 3 100 
79.8 0 55 100 
79.9 0 55 100 
80 0 55 100 
80.1 0 55 100 
80.2 0 55 100 
80.3 0 55 100 
80.4 0 55 100 
80.4368 0 38 100 
80.4468 0 38 100 
80.4481 0 58 100 
80.4498 0 58 100 
80.4568 0 38 100 
80.4583 0 58 100 
80.4668 0 38 100 
80.4683 0 58 100 
80.4768 0 38 100 
80.4783 0 58 100 
80.4868 0 38 100 
80.4883 0 58 100 
80.4968 0 38 100 
80.4983 0 58 100 
80.5 0 55 100 
80.5068 0 38 100 
80.5083 0 58 100 
80.5168 0 38 100 
80.5183 0 58 100 
80.5268 0 38 100 
80.5283 0 58 100 
80.5368 0 38 100 
80.5383 0 58 100 
80.6 0 55 100 
80.6192 0 55 100 
80.6208 0 9 100 
80.6292 0 55 100 
80.6307 0 9 100 
80.6392 0 55 100 
80.6407 0 9 100 
80.6492 0 55 100 
80.6507 0 9 100 
80.6592 0 55 100 
80.6607 0 9 100 
80.6692 0 55 100 
80.6707 0 9 100 
80.6792 0 55 100 
80.6807 0 9 100 
80.6892 0 55 100 
80.6907 0 9 100 
80.6992 0 55 100 
80.7 0 55 100 
80.7007 0 9 100 
80.7025 0 9 100 
80.7092 0 55 100 
80.7107 0 9 100 
80.7192 0 55 100 
80.7207 0 9 100 
80.7292 0 55 100 
80.7307 0 9 100 
80.7392 0 55 100 
80.7407 0 9 100 
80.7492 0 55 100 
80.7507 0 9 100 
80.7592 0 55 100 
80.7607 0 9 100 
80.7692 0 55 100 
80.7707 0 9 100 
80.7792 0 55 100 
80.7807 0 9 100 
80.7892 0 55 100 
80.7907 0 9 100 
80.7992 0 55 100 
80.8 0 55 100 
80.8007 0 9 100 
80.8024 0 9 100 
80.8092 0 55 100 
80.8107 0 9 100 
80.8192 0 55 100 
80.8207 0 9 100 
80.8292 0 55 100 
80.8307 0 9 100 
80.8392 0 55 100 
80.8407 0 9 100 
80.8492 0 55 100 
80.8507 0 9 100 
80.8592 0 55 100 
80.8607 0 9 100 
80.8692 0 55 100 
80.8707 0 9 100 
80.8792 0 55 100 
80.8807 0 9 100 
80.8892 0 55 100 
80.8907 0 9 100 
80.8992 0 55 100 
80.9 0 45 100 
80.9007 0 9 100 
80.9092 0 55 100 
80.9107 0 9 100 
80.9192 0 55 100 
80.9207 0 9 100 
80.9292 0 55 100 
80.9307 0 9 100 
80.9392 0 55 100 
80.9407 0 9 100 
80.9492 0 55 100 
80.9507 0 9 100 
80.9592 0 55 100 
80.9607 0 9 100 
80.9692 0 55 100 
80.9707 0 9 100 
80.9792 0 55 100 
80.9807 0 9 100 
80.9892 0 55 100 
80.9907 0 9 100 
80.9992 0 55 100 
81 0 55 100 
81.0007 0 9 100 
81.0026 0 9 100 
81.0092 0 55 100 
81.0107 0 9 100 
81.0192 0 55 100 
81.0207 0 9 100 
81.0292 0 55 100 
81.0307 0 9 100 
81.0392 0 55 100 
81.0407 0 9 100 
81.0492 0 55 100 
81.0507 0 9 100 
81.0592 0 55 100 
81.0607 0 9 100 
81.0692 0 55 100 
81.0707 0 9 100 
81.0792 0 55 100 
81.0807 0 9 100 
81.0892 0 55 100 
81.0907 0 9 100 
81.0992 0 55 100 
81.1 0 55 100 
81.1007 0 9 100 
81.1025 0 9 100 
81.1092 0 55 100 
81.1107 0 9 100 
81.1192 0 55 100 
81.1207 0 9 100 
81.1292 0 55 100 
81.1307 0 9 100 
81.1392 0 55 100 
81.1407 0 9 100 
81.1492 0 55 100 
81.1507 0 9 100 
81.1592 0 55 100 
81.1607 0 9 100 
81.1692 0 55 100 
81.1707 0 9 100 
81.1792 0 55 100 
81.1807 0 9 100 
81.1892 0 55 100 
81.1907 0 9 100 
81.1992 0 55 100 
81.2 0 55 100 
81.2007 0 9 100 
81.2025 0 9 100 
81.2092 0 55 100 
81.2107 0 9 100 
81.2192 0 55 100 
81.2207 0 9 100 
81.2292 0 55 100 
81.2307 0 9 100 
81.2392 0 55 100 
81.2407 0 9 100 
81.2492 0 55 100 
81.2507 0 9 100 
81.2592 0 55 100 
81.2607 0 9 100 
81.2692 0 55 100 
81.2707 0 9 100 
81.2792 0 55 100 
81.2807 0 9 100 
81.2892 0 55 100 
81.2907 0 9 100 
81.2992 0 55 100 
81.3 0 55 100 
81.3007 0 9 100 
81.3025 0 9 100 
81.3092 0 55 100 
81.3107 0 9 100 
81.3192 0 55 100 
81.3207 0 9 100 
81.3292 0 55 100 
81.3307 0 9 100 
81.3392 0 55 100 
81.3407 0 9 100 
81.3492 0 55 100 
81.3507 0 9 100 
81.3592 0 55 100 
81.3607 0 9 100 
81.3692 0 55 100 
81.3707 0 9 100 
81.3792 0 55 100 
81.3807 0 9 100 
81.3892 0 55 100 
81.3907 0 9 100 
81.3992 0 55 100 
81.4 0 55 100 
81.4007 0 9 100 
81.4024 0 9 100 
81.4092 0 55 100 
81.4107 0 9 100 
81.5 0 55 100 
81.5015 0 9 100 
81.6 0 55 100 
81.6015 0 9 100 
81.7 0 55 100 
81.7015 0 9 100 
81.8 0 55 100 
81.8015 0 9 100 
81.9 0 55 100 
81.9015 0 9 100 
82 0 55 100 
82.0015 0 9 100 
82.1 0 55 100 
82.1015 0 9 100 
82.2 0 55 100 
82.2015 0 9 100 
82.3 0 55 100 
82.3015 0 9 100 
82.3361 0 45 100 
82.3378 0 3 100 
82.4 0 55 100 
82.4015 0 9 100 
82.5 0 55 100 
82.5015 0 9 100 
82.6 0 45 100 
82.6452 0 58 100 
82.6552 0 58 100 
82.6565 0 85 100 
82.6583 0 85 100 
82.6652 0 58 100 
82.6667 0 85 100 
82.6752 0 58 100 
82.6767 0 85 100 
82.6852 0 58 100 
82.6867 0 85 100 
82.6952 0 58 100 
82.6967 0 85 100 
82.7 0 55 100 
82.7015 0 9 100 
82.7052 0 58 100 
82.7067 0 85 100 
82.7152 0 58 100 
82.7167 0 85 100 
82.7252 0 58 100 
82.7267 0 85 100 
82.7352 0 58 100 
82.7367 0 85 100 
82.7452 0 58 100 
82.7467 0 85 100 
82.8 0 55 100 
82.8015 0 9 100 
82.9 0 55 100 
82.9015 0 9 100 
83 0 55 100 
83.0015 0 9 100 
83.1 0 55 100 
83.1015 0 9 100 
83.2 0 55 100 
83.2015 0 9 100 
83.3 0 45 100 
83.4 0 45 100 
83.5 0 45 100 
83.5075 0 45 100 
83.5092 0 3 100 
83.5175 0 45 100 
83.519 0 3 100 
83.5275 0 45 100 
83.529 0 3 100 
83.5375 0 45 100 
83.539 0 3 100 
83.6 1 16 100 45 
83.7 0 45 100 
83.7015 0 3 100 
83.8 0 45 100 
83.8015 0 3 100 
83.9 0 45 100 
83.9015 0 3 100 
84 1 16 100 45 
84.1 0 45 100 
84.1015 0 3 100 
84.2 0 45 100 
84.2015 0 3 100 
84.3 1 16 100 45 
84.4 0 45 100 
84.5 0 45 100 
84.6 0 45 100 
84.7 1 16 100 45 
84.8 0 94 100 
84.9 0 45 100 
85 0 45 100 
85.1 0 45 100 
85.2 0 45 100 
85.3 0 45 100 
85.4 0 45 100 
85.5 1 16 100 45 
85.6 0 94 100 
85.7 0 45 100 
85.8 0 45 100 
85.9 1 16 100 45 
86 0 94 100 
86.1 0 45 100 
86.1295 0 45 100 
86.1312 0 3 100 
86.1395 0 45 100 
86.141 0 3 100 
86.1495 0 45 100 
86.151 0 3 100 
86.2 1 16 100 45 
86.3 0 94 100 
86.4 0 45 100 
86.5 0 45 100 
86.6 1 16 100 45 
86.7 0 35 100 
86.8 0 20 100 
86.9 0 35 100 
87 0 35 100 
87.1 0 20 100 
87.2 0 97 100 
87.2573 0 3 100 
87.2666 0 35 100 
87.2673 0 3 100 
87.2688 0 35 100 
87.2773 0 3 100 
87.2788 0 35 100 
87.2873 0 3 100 
87.2888 0 35 100 
87.2973 0 3 100 
87.2988 0 35 100 
87.3 0 35 100 
87.3073 0 3 100 
87.3088 0 35 100 
87.3173 0 3 100 
87.3188 0 35 100 
87.3273 0 3 100 
87.3288 0 35 100 
87.3373 0 3 100 
87.3388 0 35 100 
87.3473 0 3 100 
87.3488 0 35 100 
87.3573 0 3 100 
87.3588 0 35 100 
87.3673 0 3 100 
87.3688 0 35 100 
87.3773 0 3 100 
87.3788 0 35 100 
87.3873 0 3 100 
87.3888 0 35 100 
87.3973 0 3 100 
87.3988 0 35 100 
87.4 0 35 100 
87.4073 0 3 100 
87.4088 0 35 100 
87.4173 0 3 100 
87.4188 0 35 100 
87.4273 0 3 100 
87.4288 0 35 100 
87.4373 0 3 100 
87.4388 0 35 100 
87.4473 0 3 100 
87.4488 0 35 100 
87.4573 0 3 100 
87.4588 0 35 100 
87.4673 0 3 100 
87.4688 0 35 100 
87.4773 0 3 100 
87.4788 0 35 100 
87.4873 0 3 100 
87.4888 0 35 100 
87.4973 0 3 100 
87.4988 0 35 100 
87.5 0 20 100 
87.5073 0 3 100 
87.5088 0 35 100 
87.5173 0 3 100 
87.5188 0 35 100 
87.5273 0 3 100 
87.5288 0 35 100 
87.5373 0 3 100 
87.5388 0 35 100 
87.5473 0 3 100 
87.5488 0 35 100 
87.5573 0 3 100 
87.5588 0 35 100 
87.5673 0 3 100 
87.5688 0 35 100 
87.5773 0 3 100 
87.5788 0 35 100 
87.5873 0 3 100 
87.5888 0 35 100 
87.5973 0 3 100 
87.5988 0 35 100 
87.6 0 97 100 
87.6073 0 3 100 
87.6088 0 35 100 
87.6173 0 3 100 
87.6188 0 35 100 
87.6273 0 3 100 
87.6288 0 35 100 
87.6373 0 3 100 
87.6388 0 35 100 
87.6473 0 3 100 
87.6488 0 35 100 
87.6573 0 3 100 
87.6588 0 35 100 
87.6673 0 3 100 
87.6688 0 35 100 
87.6773 0 3 100 
87.6788 0 35 100 
87.6873 0 3 100 
87.6888 0 35 100 
87.6973 0 3 100 
87.6988 0 35 100 
87.7 0 35 100 
87.7073 0 3 100 
87.7088 0 35 100 
87.7173 0 3 100 
87.7188 0 35 100 
87.7273 0 3 100 
87.7288 0 35 100 
87.7373 0 3 100 
87.7388 0 35 100 
87.7473 0 3 100 
87.7488 0 35 100 
87.7573 0 3 100 
87.7588 0 35 100 
87.7673 0 3 100 
87.7688 0 35 100 
87.7773 0 3 100 
87.7788 0 35 100 
87.7873 0 3 100 
87.7888 0 35 100 
87.7973 0 3 100 
87.7988 0 35 100 
87.8 0 20 100 
87.8073 0 3 100 
87.8088 0 35 100 
87.8173 0 3 100 
87.8188 0 35 100 
87.8273 0 3 100 
87.8288 0 35 100 
87.8373 0 3 100 
87.8388 0 35 100 
87.8473 0 3 100 
87.8488 0 35 100 
87.8573 0 3 100 
87.8588 0 35 100 
87.9 0 97 100 
88 0 58 100 
88.0901 1 16 100 45 
88.1 0 35 100 
88.1001 1 16 100 45 
88.1101 1 16 100 45 
88.1201 1 16 100 45 
88.1301 1 16 100 45 
88.1401 1 16 100 45 
88.1501 1 16 100 45 
88.1601 1 16 100 45 
88.1701 1 16 100 45 
88.1801 1 16 100 45 
88.1901 1 16 100 45 
88.2 0 20 100 
88.2001 1 16 100 45 
88.2101 1 16 100 45 
88.2201 1 16 100 45 
88.2301 1 16 100 45 
88.2401 1 16 100 45 
88.2482 0 58 100 
88.2501 1 16 100 45 
88.2565 0 38 100 
88.2601 1 16 100 45 
88.2701 1 16 100 45 
88.2801 1 16 100 45 
88.2901 1 16 100 45 
88.3 0 97 100 
88.3001 1 16 100 45 
88.3101 1 16 100 45 
88.3201 1 16 100 45 
88.3301 1 16 100 45 
88.3401 1 16 100 45 
88.3501 1 16 100 45 
88.3601 1 16 100 45 
88.3701 1 16 100 45 
88.3801 1 16 100 45 
88.3901 1 16 100 45 
88.4001 1 16 100 45 
88.4015 0 38 100 
88.4048 0 85 100 
88.4101 1 16 100 45 
88.4201 1 16 100 45 
88.4301 1 16 100 45 
88.4401 1 16 100 45 
88.4501 1 16 100 45 
88.4601 1 16 100 45 
88.4701 1 16 100 45 
88.4801 1 16 100 45 
88.4901 1 16 100 45 
88.5 0 90 100 
88.5001 1 16 100 45 
88.5065 0 38 100 
88.508 0 85 100 
88.5101 1 16 100 45 
88.5201 1 16 100 45 
88.5301 1 16 100 45 
88.5401 1 16 100 45 
88.5501 1 16 100 45 
88.5601 1 16 100 45 
88.5701 1 16 100 45 
88.5801 1 16 100 45 
88.5901 1 16 100 45 
88.6001 1 16 100 45 
88.6072 0 91 100 
88.6101 1 16 100 45 
88.6201 1 16 100 45 
88.6301 1 16 100 45 
88.6401 1 16 100 45 
88.6501 1 16 100 45 
88.6601 1 16 100 45 
88.6701 1 16 100 45 
88.6801 1 16 100 45 
88.6901 1 16 100 45 
88.7001 1 16 100 45 
88.7093 0 45 100 
88.7101 1 16 100 45 
88.7201 1 16 100 45 
88.7301 1 16 100 45 
88.7401 1 16 100 45 
88.7501 1 16 100 45 
88.7601 1 16 100 45 
88.7701 1 16 100 45 
88.7801 1 16 100 45 
88.7901 1 16 100 45 
88.8001 1 16 100 45 
